code,area,year,qualification,number,denominator,percent,confidence
E09000028,Southwark,2005,NVQ1 only,13200,182900,7.2,2.2
E09000008,Croydon,2016,NVQ1 only,18800,245800,7.6,2.2
E09000009,Ealing,2016,NVQ1 only,22700,225300,10.1,2.6
E09000010,Enfield,2016,NVQ1 only,19700,211000,9.3,2.6
E09000014,Haringey,2016,NVQ1 only,11200,194300,5.8,1.9
E09000015,Harrow,2016,NVQ1 only,9100,160000,5.7,2.1
E09000016,Havering,2016,NVQ1 only,27500,157300,17.5,3.6
E09000017,Hillingdon,2016,NVQ1 only,19600,197100,10,2.7
E09000018,Hounslow,2016,NVQ1 only,13000,183100,7.1,2.6
E09000021,Kingston upon Thames,2016,NVQ1 only,7000,117200,6,2.2
E09000028,Southwark,2006,NVQ1 only,16400,188200,8.7,2.3
E09000024,Merton,2016,NVQ1 only,8300,136600,6.1,2.2
E09000025,Newham,2016,NVQ1 only,14200,233400,6.1,1.9
E09000026,Redbridge,2016,NVQ1 only,10200,194300,5.2,1.8
E09000027,Richmond upon Thames,2016,NVQ1 only,6400,127600,5,2.1
E09000029,Sutton,2016,NVQ1 only,14100,129600,10.9,2.9
E09000031,Waltham Forest,2016,NVQ1 only,15700,184300,8.5,2.8
E09000028,Southwark,2007,NVQ1 only,12500,192500,6.5,2
E09000028,Southwark,2008,NVQ1 only,17400,197700,8.8,2.2
E09000028,Southwark,2009,NVQ1 only,18400,202300,9.1,2.5
E09000028,Southwark,2010,NVQ1 only,16500,206500,8,2.4
E09000028,Southwark,2011,NVQ1 only,14000,210800,6.6,2
E09000028,Southwark,2012,NVQ1 only,14000,213600,6.6,2
E09000028,Southwark,2013,NVQ1 only,13000,218100,6,1.8
E09000028,Southwark,2014,NVQ1 only,11600,218900,5.3,1.7
E09000028,Southwark,2015,NVQ1 only,13100,222200,5.9,1.8
E09000028,Southwark,2016,NVQ1 only,12300,225200,5.4,2
E09000028,Southwark,2017,NVQ1 only,7800,228500,3.4,1.6
E09000002,Barking and Dagenham,2017,NVQ1 only,14600,130600,11.2,2.7
E09000003,Barnet,2017,NVQ1 only,13600,249100,5.5,2
E09000004,Bexley,2017,NVQ1 only,22700,156200,14.5,3
E09000005,Brent,2017,NVQ1 only,17100,216900,7.9,2.1
E09000006,Bromley,2017,NVQ1 only,17700,203200,8.7,2.5
E09000028,Southwark,2018,NVQ1 only,11600,230900,5,1.9
E09000008,Croydon,2017,NVQ1 only,17300,245300,7,2.1
E09000009,Ealing,2017,NVQ1 only,17600,225300,7.8,2.6
E09000010,Enfield,2017,NVQ1 only,20700,216300,9.6,2.7
E09000014,Haringey,2017,NVQ1 only,9100,189700,4.8,1.7
E09000015,Harrow,2017,NVQ1 only,4700,156100,3,1.5
E09000016,Havering,2017,NVQ1 only,24300,158300,15.4,3.2
E09000017,Hillingdon,2017,NVQ1 only,18500,194300,9.5,2.6
E09000018,Hounslow,2017,NVQ1 only,13800,177100,7.8,2.7
E09000021,Kingston upon Thames,2017,NVQ1 only,6000,114800,5.2,2.1
E09000028,Southwark,2019,NVQ1 only,11500,232500,5,2
E09000024,Merton,2017,NVQ1 only,9000,135400,6.6,2.5
E09000025,Newham,2017,NVQ1 only,17000,242000,7,2.3
E09000026,Redbridge,2017,NVQ1 only,13800,195300,7.1,2
E09000027,Richmond upon Thames,2017,NVQ1 only,5000,125600,4,1.8
E09000029,Sutton,2017,NVQ1 only,8800,128900,6.8,2.4
E09000031,Waltham Forest,2017,NVQ1 only,14400,181300,7.9,2.5
E09000028,Southwark,2020,NVQ1 only,9000,232500,3.9,3.3
E09000028,Southwark,2021,NVQ1 only,17400,234000,7.4,4.5
E09000030,Tower Hamlets,2004,NVQ1 only,12600,143500,8.8,2
E09000030,Tower Hamlets,2005,NVQ1 only,14200,146500,9.7,2.3
E09000030,Tower Hamlets,2006,NVQ1 only,13500,151600,8.9,2.2
E09000030,Tower Hamlets,2007,NVQ1 only,20200,158700,12.7,2.7
E09000030,Tower Hamlets,2008,NVQ1 only,10800,168400,6.4,1.8
E09000030,Tower Hamlets,2009,NVQ1 only,11400,176600,6.4,2
E09000030,Tower Hamlets,2010,NVQ1 only,13400,182300,7.4,2
E09000030,Tower Hamlets,2011,NVQ1 only,16700,185300,9,2.1
E09000030,Tower Hamlets,2012,NVQ1 only,11700,190600,6.1,1.9
E09000002,Barking and Dagenham,2018,NVQ1 only,16900,135400,12.5,3
E09000003,Barnet,2018,NVQ1 only,11500,253700,4.5,1.9
E09000004,Bexley,2018,NVQ1 only,18100,156300,11.6,2.8
E09000005,Brent,2018,NVQ1 only,14400,219700,6.6,2.2
E09000006,Bromley,2018,NVQ1 only,10500,205900,5.1,2
E09000030,Tower Hamlets,2013,NVQ1 only,17100,199800,8.6,2.2
E09000008,Croydon,2018,NVQ1 only,18000,250200,7.2,2.3
E09000009,Ealing,2018,NVQ1 only,12000,226400,5.3,2.5
E09000010,Enfield,2018,NVQ1 only,22400,214300,10.5,2.9
E09000014,Haringey,2018,NVQ1 only,9100,196700,4.6,1.8
E09000015,Harrow,2018,NVQ1 only,6700,154100,4.4,1.8
E09000016,Havering,2018,NVQ1 only,25400,159800,15.9,3.2
E09000017,Hillingdon,2018,NVQ1 only,18700,199100,9.4,2.6
E09000018,Hounslow,2018,NVQ1 only,12400,181300,6.8,3
E09000021,Kingston upon Thames,2018,NVQ1 only,6300,119600,5.3,2.1
E09000030,Tower Hamlets,2014,NVQ1 only,14700,207600,7.1,2.1
E09000024,Merton,2018,NVQ1 only,12400,137700,9,2.8
E09000025,Newham,2018,NVQ1 only,22700,245600,9.3,2.9
E09000026,Redbridge,2018,NVQ1 only,12100,200600,6,1.9
E09000027,Richmond upon Thames,2018,NVQ1 only,3900,123200,3.2,1.7
E09000029,Sutton,2018,NVQ1 only,9900,128300,7.7,2.5
E09000031,Waltham Forest,2018,NVQ1 only,17800,186400,9.5,2.8
E09000030,Tower Hamlets,2015,NVQ1 only,14500,215800,6.7,2.1
E09000030,Tower Hamlets,2016,NVQ1 only,12200,223300,5.5,2.1
E09000030,Tower Hamlets,2017,NVQ1 only,12000,225100,5.3,2
E09000030,Tower Hamlets,2018,NVQ1 only,15800,229700,6.9,2.5
E09000030,Tower Hamlets,2019,NVQ1 only,5300,235600,2.2,1.5
E09000030,Tower Hamlets,2020,NVQ1 only,12700,235700,5.4,4.7
E09000030,Tower Hamlets,2021,NVQ1 only,14600,239200,6.1,4.3
E09000032,Wandsworth,2004,NVQ1 only,13200,202600,6.5,1.8
E09000032,Wandsworth,2005,NVQ1 only,13300,205000,6.5,2.2
E09000032,Wandsworth,2006,NVQ1 only,10700,210100,5.1,2
E09000032,Wandsworth,2007,NVQ1 only,7300,214000,3.4,1.7
E09000002,Barking and Dagenham,2019,NVQ1 only,16200,136900,11.8,3.2
E09000003,Barnet,2019,NVQ1 only,7700,258700,3,1.7
E09000004,Bexley,2019,NVQ1 only,14200,155400,9.1,2.6
E09000005,Brent,2019,NVQ1 only,7000,220100,3.2,2
E09000006,Bromley,2019,NVQ1 only,15400,209400,7.3,2.3
E09000032,Wandsworth,2008,NVQ1 only,14900,219500,6.8,2.2
E09000008,Croydon,2019,NVQ1 only,23600,250200,9.4,2.5
E09000009,Ealing,2019,NVQ1 only,11600,221300,5.3,2.5
E09000010,Enfield,2019,NVQ1 only,20300,219000,9.3,3
E09000014,Haringey,2019,NVQ1 only,11300,195500,5.8,2.2
E09000015,Harrow,2019,NVQ1 only,12700,156300,8.1,3
E09000016,Havering,2019,NVQ1 only,22800,160300,14.2,3.2
E09000017,Hillingdon,2019,NVQ1 only,14500,199400,7.3,2.7
E09000018,Hounslow,2019,NVQ1 only,10900,182300,6,2.8
E09000021,Kingston upon Thames,2019,NVQ1 only,6400,118100,5.4,2.2
E09000032,Wandsworth,2009,NVQ1 only,12300,222900,5.5,2
E09000024,Merton,2019,NVQ1 only,7000,138800,5.1,2
E09000025,Newham,2019,NVQ1 only,20400,251600,8.1,2.8
E09000026,Redbridge,2019,NVQ1 only,20000,201700,9.9,2.7
E09000027,Richmond upon Thames,2019,NVQ1 only,7900,125100,6.3,2.5
E09000029,Sutton,2019,NVQ1 only,13400,131800,10.2,2.6
E09000031,Waltham Forest,2019,NVQ1 only,17500,188900,9.3,3
E09000032,Wandsworth,2010,NVQ1 only,14100,222100,6.3,2.2
E09000032,Wandsworth,2011,NVQ1 only,17400,224900,7.8,2.4
E09000032,Wandsworth,2012,NVQ1 only,8000,224500,3.6,1.6
E09000032,Wandsworth,2013,NVQ1 only,11800,224500,5.2,2
E09000032,Wandsworth,2014,NVQ1 only,8900,224100,4,1.7
E09000032,Wandsworth,2015,NVQ1 only,6600,226200,2.9,1.5
E09000032,Wandsworth,2016,NVQ1 only,8900,226200,3.9,1.9
E09000032,Wandsworth,2017,NVQ1 only,8600,229600,3.7,1.8
E09000032,Wandsworth,2018,NVQ1 only,9000,233500,3.8,1.8
E09000032,Wandsworth,2019,NVQ1 only,7800,235200,3.3,1.8
E09000032,Wandsworth,2020,NVQ1 only,6600,236400,2.8,*
E09000002,Barking and Dagenham,2020,NVQ1 only,11200,139100,8,5.7
E09000003,Barnet,2020,NVQ1 only,6600,256600,2.6,*
E09000004,Bexley,2020,NVQ1 only,16400,158400,10.4,4.9
E09000005,Brent,2020,NVQ1 only,14100,220700,6.4,5.1
E09000006,Bromley,2020,NVQ1 only,12800,210500,6.1,3.7
E09000032,Wandsworth,2021,NVQ1 only,5400,234700,2.3,*
E09000008,Croydon,2020,NVQ1 only,18900,245900,7.7,4.3
E09000009,Ealing,2020,NVQ1 only,8500,228400,3.7,3.6
E09000010,Enfield,2020,NVQ1 only,14500,222100,6.5,4.6
E09000014,Haringey,2020,NVQ1 only,9400,196400,4.8,3.8
E09000015,Harrow,2020,NVQ1 only,10100,156100,6.5,5
E09000016,Havering,2020,NVQ1 only,18900,164800,11.5,5
E09000017,Hillingdon,2020,NVQ1 only,16000,203400,7.9,5.4
E09000018,Hounslow,2020,NVQ1 only,21000,177500,11.8,6.8
E09000021,Kingston upon Thames,2020,NVQ1 only,9300,119600,7.8,4.3
E09000033,Westminster,2004,NVQ1 only,6500,155700,4.2,1.5
E09000024,Merton,2020,NVQ1 only,5700,141000,4.1,3.4
E09000025,Newham,2020,NVQ1 only,19600,249900,7.9,5.6
E09000026,Redbridge,2020,NVQ1 only,8400,203000,4.2,3.3
E09000027,Richmond upon Thames,2020,NVQ1 only,5400,128400,4.2,3.3
E09000029,Sutton,2020,NVQ1 only,8100,131400,6.2,4.3
E09000031,Waltham Forest,2020,NVQ1 only,16900,189000,8.9,5.1
E09000033,Westminster,2005,NVQ1 only,7700,160900,4.8,1.7
E09000033,Westminster,2006,NVQ1 only,10300,165500,6.2,1.9
E09000033,Westminster,2007,NVQ1 only,8600,163400,5.3,1.7
E09000033,Westminster,2008,NVQ1 only,11500,161300,7.1,1.9
E09000033,Westminster,2009,NVQ1 only,8800,158100,5.5,1.9
E09000033,Westminster,2010,NVQ1 only,10900,157400,6.9,2.4
E09000033,Westminster,2011,NVQ1 only,10000,160800,6.2,1.9
E09000033,Westminster,2012,NVQ1 only,8800,164400,5.4,1.7
E09000033,Westminster,2013,NVQ1 only,10800,163200,6.6,1.9
E09000033,Westminster,2014,NVQ1 only,7600,167500,4.5,1.5
E09000033,Westminster,2015,NVQ1 only,12300,169000,7.3,2.2
E09000002,Barking and Dagenham,2021,NVQ1 only,13900,139200,10,6.2
E09000003,Barnet,2021,NVQ1 only,13200,258800,5.1,3.5
E09000004,Bexley,2021,NVQ1 only,16200,158200,10.2,4.8
E09000005,Brent,2021,NVQ1 only,10900,217700,5,*
E09000006,Bromley,2021,NVQ1 only,15700,210400,7.5,4.3
E09000033,Westminster,2016,NVQ1 only,7400,170700,4.4,1.7
E09000008,Croydon,2021,NVQ1 only,19800,250500,7.9,4.2
E09000009,Ealing,2021,NVQ1 only,6700,225000,3,*
E09000010,Enfield,2021,NVQ1 only,16400,220200,7.5,4.6
E09000014,Haringey,2021,NVQ1 only,9800,196500,5,3.7
E09000015,Harrow,2021,NVQ1 only,6800,155300,4.4,3.7
E09000016,Havering,2021,NVQ1 only,19700,163900,12,4.8
E09000017,Hillingdon,2021,NVQ1 only,13900,200200,7,5
E09000018,Hounslow,2021,NVQ1 only,15200,179400,8.5,5.4
E09000021,Kingston upon Thames,2021,NVQ1 only,6900,120400,5.8,3.7
E09000033,Westminster,2017,NVQ1 only,7900,164200,4.8,1.9
E09000024,Merton,2021,NVQ1 only,4400,139700,3.2,3
E09000025,Newham,2021,NVQ1 only,14100,244100,5.8,4.8
E09000026,Redbridge,2021,NVQ1 only,11000,201600,5.4,4.1
E09000027,Richmond upon Thames,2021,NVQ1 only,4200,127100,3.3,2.8
E09000029,Sutton,2021,NVQ1 only,6600,130700,5.1,3.6
E09000031,Waltham Forest,2021,NVQ1 only,11400,191600,5.9,4.4
E09000033,Westminster,2018,NVQ1 only,4400,172500,2.5,1.5
E09000033,Westminster,2019,NVQ1 only,7200,172200,4.2,2.1
E09000033,Westminster,2020,NVQ1 only,4200,170200,2.5,*
E09000033,Westminster,2021,NVQ1 only,4900,154100,3.2,*
